Id_Pays;annee;Id_Score;valeur_score;rang
90;2016;2;4.07;135
57;2016;2;4.03;136
19;2016;2;3.97;137
32;2016;2;3.96;138
69;2016;2;3.92;139
24;2016;2;3.91;140
4;2016;2;3.87;141
106;2016;2;3.86;142
137;2016;2;3.83;143
28;2016;2;3.76;144
22;2016;2;3.74;145
157;2016;2;3.74;145
166;2016;2;3.72;147
87;2016;2;3.70;148
149;2016;2;3.67;149
82;2016;2;3.62;150
56;2016;2;3.61;151
125;2016;2;3.52;152
15;2016;2;3.48;153
1;2016;2;3.36;154
151;2016;2;3.30;155
145;2016;2;3.07;156
23;2016;2;2.91;157
111;2017;2;7.54;1
39;2017;2;7.52;2
61;2017;2;7.50;3
144;2017;2;7.49;4
47;2017;2;7.47;5
103;2017;2;7.38;6
26;2017;2;7.32;7
104;2017;2;7.31;8
143;2017;2;7.28;9
7;2017;2;7.28;10
67;2017;2;7.21;11
35;2017;2;7.08;12
8;2017;2;7.01;13
161;2017;2;6.99;14
66;2017;2;6.98;15
52;2017;2;6.95;16
13;2017;2;6.89;17
85;2017;2;6.86;18
160;2017;2;6.71;19
29;2017;2;6.65;20
159;2017;2;6.65;21
20;2017;2;6.64;22
38;2017;2;6.61;23
5;2017;2;6.60;24
94;2017;2;6.58;25
130;2017;2;6.57;26
91;2017;2;6.53;27
162;2017;2;6.45;28
55;2017;2;6.45;29
115;2017;2;6.45;30
48;2017;2;6.44;31
150;2017;2;6.42;32
147;2017;2;6.42;33
138;2017;2;6.40;34
122;2017;2;6.38;35
31;2017;2;6.36;36
126;2017;2;6.34;37
153;2017;2;6.17;38
76;2017;2;6.11;39
131;2017;2;6.10;40
10;2017;2;6.09;41
89;2017;2;6.08;42
105;2017;2;6.07;43
42;2017;2;6.01;44
44;2017;2;6.00;45
119;2017;2;5.97;46
163;2017;2;5.97;47
68;2017;2;5.96;48
124;2017;2;5.96;49
14;2017;2;5.96;50
71;2017;2;5.92;51
84;2017;2;5.90;52
3;2017;2;5.87;53
79;2017;2;5.85;54
136;2017;2;5.84;55
95;2017;2;5.84;56
123;2017;2;5.82;57
17;2017;2;5.82;58
156;2017;2;5.82;59
73;2017;2;5.82;60
108;2017;2;5.81;61
132;2017;2;5.76;62
117;2017;2;5.72;63
93;2017;2;5.63;64
37;2017;2;5.62;65
45;2017;2;5.61;66
12;2017;2;5.57;67
83;2017;2;5.53;68
155;2017;2;5.50;69
116;2017;2;5.49;70
118;2017;2;5.43;71
128;2017;2;5.39;72
72;2017;2;5.34;73
60;2017;2;5.32;74
70;2017;2;5.31;75
36;2017;2;5.29;76
75;2017;2;5.28;77
30;2017;2;5.27;78
113;2017;2;5.27;79
63;2017;2;5.26;80
164;2017;2;5.25;81
97;2017;2;5.24;82
98;2017;2;5.24;83
9;2017;2;5.23;84
41;2017;2;5.23;85
54;2017;2;5.23;86
80;2017;2;5.22;87
120;2017;2;5.20;88
18;2017;2;5.18;89
58;2017;2;5.18;90
86;2017;2;5.18;91
133;2017;2;5.15;92
165;2017;2;5.07;93
107;2017;2;5.07;94
148;2017;2;5.04;95
16;2017;2;5.01;96
77;2017;2;5.00;97
102;2017;2;4.96;98
96;2017;2;4.95;99
135;2017;2;4.83;100
154;2017;2;4.80;101
114;2017;2;4.78;102
43;2017;2;4.74;103
21;2017;2;4.71;104
129;2017;2;4.71;105
25;2017;2;4.70;106
64;2017;2;4.69;107
2;2017;2;4.64;108
11;2017;2;4.61;109
101;2017;2;4.57;110
74;2017;2;4.55;111
99;2017;2;4.55;112
100;2017;2;4.55;113
127;2017;2;4.53;114
167;2017;2;4.51;115
65;2017;2;4.50;116
49;2017;2;4.47;117
46;2017;2;4.46;118
139;2017;2;4.44;119
6;2017;2;4.38;120
62;2017;2;4.32;121
92;2017;2;4.29;122
33;2017;2;4.29;123
51;2017;2;4.29;124
34;2017;2;4.28;125
90;2017;2;4.19;126
69;2017;2;4.18;127
24;2017;2;4.17;128
140;2017;2;4.14;129
53;2017;2;4.12;130
158;2017;2;4.10;131
157;2017;2;4.08;132
22;2017;2;4.03;133
106;2017;2;4.03;134
88;2017;2;3.97;135
28;2017;2;3.94;136
168;2017;2;3.88;137
81;2017;2;3.81;138
4;2017;2;3.80;139
1;2017;2;3.79;140
19;2017;2;3.77;141
15;2017;2;3.66;142
87;2017;2;3.64;143
57;2017;2;3.60;144
166;2017;2;3.59;145
137;2017;2;3.59;146
82;2017;2;3.53;147
56;2017;2;3.51;148
151;2017;2;3.49;149
125;2017;2;3.47;150
145;2017;2;3.46;151
149;2017;2;3.35;152
23;2017;2;2.90;153
27;2017;2;2.69;154
47;2018;2;7.63;1
111;2018;2;7.59;2
39;2018;2;7.56;3
61;2018;2;7.50;4
144;2018;2;7.49;5
103;2018;2;7.44;6
26;2018;2;7.33;7
104;2018;2;7.32;8
143;2018;2;7.31;9
7;2018;2;7.27;10
160;2018;2;7.19;11
8;2018;2;7.14;12
35;2018;2;7.07;13
66;2018;2;6.98;14
52;2018;2;6.97;15
13;2018;2;6.93;16
85;2018;2;6.91;17
161;2018;2;6.89;18
67;2018;2;6.81;19
159;2018;2;6.77;20
38;2018;2;6.71;21
91;2018;2;6.63;22
48;2018;2;6.49;23
94;2018;2;6.49;24
29;2018;2;6.48;25
146;2018;2;6.44;26
115;2018;2;6.43;27
20;2018;2;6.42;28
5;2018;2;6.39;29
55;2018;2;6.38;30
162;2018;2;6.38;31
122;2018;2;6.37;32
126;2018;2;6.37;33
130;2018;2;6.34;34
89;2018;2;6.32;35
138;2018;2;6.31;36
31;2018;2;6.26;37
152;2018;2;6.19;38
131;2018;2;6.17;39
44;2018;2;6.17;40
105;2018;2;6.14;41
119;2018;2;6.12;42
10;2018;2;6.11;43
163;2018;2;6.10;44
76;2018;2;6.08;45
150;2018;2;6.07;46
68;2018;2;6.00;47
42;2018;2;5.97;48
14;2018;2;5.96;49
84;2018;2;5.95;50
132;2018;2;5.95;51
123;2018;2;5.95;52
79;2018;2;5.93;53
71;2018;2;5.92;54
93;2018;2;5.89;55
70;2018;2;5.89;56
136;2018;2;5.88;57
110;2018;2;5.84;58
124;2018;2;5.81;59
73;2018;2;5.79;60
37;2018;2;5.76;61
17;2018;2;5.75;62
45;2018;2;5.74;63
116;2018;2;5.68;64
117;2018;2;5.66;65
75;2018;2;5.66;66
95;2018;2;5.64;67
156;2018;2;5.64;68
60;2018;2;5.62;69
83;2018;2;5.57;70
118;2018;2;5.52;71
58;2018;2;5.50;72
12;2018;2;5.48;73
155;2018;2;5.48;74
113;2018;2;5.47;75
59;2018;2;5.43;76
120;2018;2;5.41;77
128;2018;2;5.40;78
54;2018;2;5.36;79
80;2018;2;5.36;80
97;2018;2;5.35;81
36;2018;2;5.32;82
41;2018;2;5.30;83
3;2018;2;5.30;84
98;2018;2;5.25;85
30;2018;2;5.25;86
9;2018;2;5.20;87
148;2018;2;5.20;88
86;2018;2;5.19;89
72;2018;2;5.16;90
107;2018;2;5.16;91
77;2018;2;5.13;92
18;2018;2;5.13;93
96;2018;2;5.13;94
165;2018;2;5.10;95
63;2018;2;5.09;96
16;2018;2;5.08;97
133;2018;2;4.98;98
25;2018;2;4.98;99
21;2018;2;4.93;100
102;2018;2;4.88;101
164;2018;2;4.81;102
49;2018;2;4.76;103
114;2018;2;4.74;104
135;2018;2;4.72;105
64;2018;2;4.71;106
69;2018;2;4.67;107
53;2018;2;4.66;108
127;2018;2;4.63;109
78;2018;2;4.62;110
154;2018;2;4.59;111
2;2018;2;4.59;112
129;2018;2;4.57;113
33;2018;2;4.56;114
11;2018;2;4.50;115
139;2018;2;4.47;116
65;2018;2;4.46;117
90;2018;2;4.45;118
101;2018;2;4.44;119
24;2018;2;4.43;120
22;2018;2;4.42;121
43;2018;2;4.42;122
99;2018;2;4.42;123
74;2018;2;4.41;124
167;2018;2;4.38;125
92;2018;2;4.36;126
46;2018;2;4.35;127
51;2018;2;4.34;128
6;2018;2;4.32;129
100;2018;2;4.31;130
28;2018;2;4.30;131
34;2018;2;4.25;132
62;2018;2;4.19;133
106;2018;2;4.17;134
157;2018;2;4.16;135
15;2018;2;4.14;136
140;2018;2;4.14;137
158;2018;2;4.10;138
151;2018;2;4.00;139
56;2018;2;3.96;140
81;2018;2;3.81;141
4;2018;2;3.80;142
87;2018;2;3.77;143
168;2018;2;3.69;144
1;2018;2;3.63;145
19;2018;2;3.59;146
88;2018;2;3.59;147
57;2018;2;3.58;148
82;2018;2;3.50;149
145;2018;2;3.46;150
125;2018;2;3.41;151
166;2018;2;3.36;152
149;2018;2;3.30;153
137;2018;2;3.25;154
27;2018;2;3.08;155
23;2018;2;2.91;156
47;2019;2;7.77;1
39;2019;2;7.60;2
111;2019;2;7.55;3
61;2019;2;7.49;4
103;2019;2;7.49;5
144;2019;2;7.48;6
143;2019;2;7.34;7
104;2019;2;7.31;8
26;2019;2;7.28;9
8;2019;2;7.25;10
7;2019;2;7.23;11
35;2019;2;7.17;12
67;2019;2;7.14;13
85;2019;2;7.09;14
160;2019;2;7.05;15
66;2019;2;7.02;16
52;2019;2;6.99;17
13;2019;2;6.92;18
161;2019;2;6.89;19
38;2019;2;6.85;20
159;2019;2;6.83;21
91;2019;2;6.73;22
94;2019;2;6.60;23
48;2019;2;6.59;24
146;2019;2;6.45;25
29;2019;2;6.44;26
55;2019;2;6.44;27
126;2019;2;6.38;28
122;2019;2;6.37;29
138;2019;2;6.35;30
115;2019;2;6.32;31
20;2019;2;6.30;32
162;2019;2;6.29;33
130;2019;2;6.26;34
44;2019;2;6.25;35
68;2019;2;6.22;36
10;2019;2;6.20;37
131;2019;2;6.20;38
152;2019;2;6.19;39
119;2019;2;6.18;40
163;2019;2;6.17;41
84;2019;2;6.15;42
31;2019;2;6.13;43
132;2019;2;6.12;44
105;2019;2;6.11;45
75;2019;2;6.10;46
5;2019;2;6.09;47
123;2019;2;6.07;48
37;2019;2;6.05;49
42;2019;2;6.03;50
76;2019;2;6.02;51
150;2019;2;6.01;52
79;2019;2;5.94;53
136;2019;2;5.90;54
45;2019;2;5.89;55
70;2019;2;5.89;56
93;2019;2;5.89;57
71;2019;2;5.89;58
58;2019;2;5.86;59
73;2019;2;5.81;60
17;2019;2;5.78;61
60;2019;2;5.76;62
116;2019;2;5.74;63
110;2019;2;5.72;64
117;2019;2;5.70;65
120;2019;2;5.69;66
113;2019;2;5.65;67
124;2019;2;5.65;68
118;2019;2;5.63;69
128;2019;2;5.60;70
95;2019;2;5.53;71
83;2019;2;5.53;72
97;2019;2;5.52;73
148;2019;2;5.47;74
36;2019;2;5.43;75
59;2019;2;5.43;76
41;2019;2;5.43;77
18;2019;2;5.39;78
155;2019;2;5.37;79
89;2019;2;5.34;80
12;2019;2;5.32;81
54;2019;2;5.29;82
96;2019;2;5.29;83
109;2019;2;5.27;84
107;2019;2;5.27;85
77;2019;2;5.26;86
156;2019;2;5.25;87
3;2019;2;5.21;88
98;2019;2;5.21;89
9;2019;2;5.21;90
80;2019;2;5.20;91
63;2019;2;5.19;92
30;2019;2;5.19;93
165;2019;2;5.18;94
16;2019;2;5.08;95
25;2019;2;5.04;96
21;2019;2;5.01;97
53;2019;2;5.00;98
69;2019;2;4.94;99
102;2019;2;4.91;100
72;2019;2;4.91;101
15;2019;2;4.88;102
33;2019;2;4.81;103
49;2019;2;4.80;104
78;2019;2;4.80;105
135;2019;2;4.72;106
2;2019;2;4.72;107
164;2019;2;4.71;108
24;2019;2;4.70;109
114;2019;2;4.70;110
127;2019;2;4.68;111
133;2019;2;4.67;112
101;2019;2;4.64;113
106;2019;2;4.63;114
22;2019;2;4.59;115
6;2019;2;4.56;116
64;2019;2;4.55;117
56;2019;2;4.53;118
51;2019;2;4.52;119
50;2019;2;4.52;120
74;2019;2;4.51;121
92;2019;2;4.49;122
99;2019;2;4.47;123
154;2019;2;4.46;124
11;2019;2;4.46;125
65;2019;2;4.44;126
34;2019;2;4.42;127
90;2019;2;4.39;128
129;2019;2;4.37;129
139;2019;2;4.37;130
100;2019;2;4.36;131
28;2019;2;4.35;132
158;2019;2;4.33;133
46;2019;2;4.29;134
142;2019;2;4.21;135
157;2019;2;4.19;136
43;2019;2;4.17;137
167;2019;2;4.11;138
151;2019;2;4.09;139
62;2019;2;4.02;140
82;2019;2;3.98;141
32;2019;2;3.97;142
87;2019;2;3.93;143
81;2019;2;3.80;144
23;2019;2;3.78;145
168;2019;2;3.66;146
57;2019;2;3.60;147
19;2019;2;3.49;148
145;2019;2;3.46;149
88;2019;2;3.41;150
166;2019;2;3.38;151
125;2019;2;3.33;152
149;2019;2;3.23;153
1;2019;2;3.20;154
27;2019;2;3.08;155
137;2019;2;2.85;156
144;2015;3;1.40;7
61;2015;3;1.30;22
39;2015;3;1.33;19
111;2015;3;1.46;5
26;2015;3;1.33;18
47;2015;3;1.29;24
103;2015;3;1.33;16
143;2015;3;1.33;15
104;2015;3;1.25;29
7;2015;3;1.33;14
67;2015;3;1.23;32
35;2015;3;0.96;74
8;2015;3;1.34;12
94;2015;3;1.02;63
161;2015;3;1.39;9
20;2015;3;0.98;70
85;2015;3;1.56;2
66;2015;3;1.34;13
13;2015;3;1.31;21
159;2015;3;1.43;6
160;2015;3;1.27;27
112;2015;3;1.36;11
164;2015;3;1.04;58
130;2015;3;1.52;4
115;2015;3;1.06;53
52;2015;3;1.33;17
29;2015;3;1.11;51
122;2015;3;1.69;1
48;2015;3;1.28;25
5;2015;3;1.05;57
38;2015;3;1.18;38
162;2015;3;1.06;54
31;2015;3;0.92;78
150;2015;3;0.97;72
126;2015;3;1.40;8
138;2015;3;1.23;31
91;2015;3;1.21;36
146;2015;3;1.29;23
76;2015;3;1.55;3
141;2015;3;1.00;67
153;2015;3;1.21;33
44;2015;3;0.76;97
55;2015;3;0.75;100
163;2015;3;0.63;110
131;2015;3;1.17;39
71;2015;3;1.27;26
136;2015;3;1.24;30
42;2015;3;0.86;87
10;2015;3;1.32;20
68;2015;3;1.25;28
17;2015;3;0.68;105
95;2015;3;0.59;115
116;2015;3;0.76;98
73;2015;3;1.12;48
132;2015;3;1.18;37
84;2015;3;1.15;43
105;2015;3;0.59;116
117;2015;3;0.90;81
12;2015;3;1.03;60
119;2015;3;1.13;46
89;2015;3;1.12;47
36;2015;3;1.08;52
83;2015;3;1.13;45
124;2015;3;1.14;44
70;2015;3;0.81;92
108;2015;3;1.21;35
37;2015;3;1.21;34
3;2015;3;0.94;75
75;2015;3;0.80;93
156;2015;3;0.96;73
93;2015;3;1.01;66
59;2015;3;1.39;10
45;2015;3;1.15;42
63;2015;3;0.83;90
165;2015;3;0.63;111
155;2015;3;1.06;55
77;2015;3;0.47;121
107;2015;3;0.65;108
16;2015;3;0.77;95
9;2015;3;1.02;62
113;2015;3;0.60;113
72;2015;3;0.90;80
97;2015;3;0.97;71
30;2015;3;0.89;83
167;2015;3;0.47;122
123;2015;3;1.04;59
128;2015;3;0.92;76
120;2015;3;1.16;40
79;2015;3;1.11;50
118;2015;3;0.71;104
134;2015;3;0.19;150
98;2015;3;0.73;102
86;2015;3;0.92;79
99;2015;3;0.08;152
2;2015;3;0.88;86
18;2015;3;0.83;89
81;2015;3;0.38;130
41;2015;3;0.90;82
78;2015;3;0.59;117
96;2015;3;0.83;91
142;2015;3;0.71;103
54;2015;3;1.15;41
80;2015;3;1.03;61
60;2015;3;1.12;49
58;2015;3;0.60;114
148;2015;3;0.39;129
154;2015;3;0.88;85
114;2015;3;0.60;112
11;2015;3;0.40;128
64;2015;3;1.01;65
158;2015;3;0.80;94
65;2015;3;0.99;69
135;2015;3;0.92;77
53;2015;3;0.55;119
168;2015;3;0.27;140
82;2015;3;0.07;154
62;2015;3;0.64;109
140;2015;3;0.52;120
57;2015;3;0.27;141
34;2015;3;0.00;158
102;2015;3;0.36;133
46;2015;3;0.19;149
129;2015;3;0.33;135
92;2015;3;0.45;125
74;2015;3;0.36;132
40;2015;3;0.44;126
6;2015;3;0.77;96
19;2015;3;0.99;68
100;2015;3;0.27;139
51;2015;3;0.74;101
88;2015;3;0.02;156
139;2015;3;0.84;88
25;2015;3;0.42;127
21;2015;3;1.01;64
43;2015;3;0.88;84
166;2015;3;0.55;118
4;2015;3;0.76;99
90;2015;3;0.26;142
33;2015;3;0.68;106
32;2015;3;0.24;144
157;2015;3;0.21;146
127;2015;3;0.36;131
49;2015;3;1.06;56
106;2015;3;0.07;155
24;2015;3;0.46;124
149;2015;3;0.29;138
87;2015;3;0.21;148
27;2015;3;0.08;153
28;2015;3;0.34;134
56;2015;3;0.17;151
69;2015;3;0.47;123
22;2015;3;0.26;143
1;2015;3;0.32;136
125;2015;3;0.22;145
15;2015;3;0.29;137
145;2015;3;0.66;107
23;2015;3;0.02;157
151;2015;3;0.21;147
39;2016;3;1.44;17
144;2016;3;1.53;7
61;2016;3;1.43;20
111;2016;3;1.58;5
47;2016;3;1.41;22
26;2016;3;1.44;19
103;2016;3;1.46;12
104;2016;3;1.36;27
7;2016;3;1.44;16
143;2016;3;1.45;13
67;2016;3;1.34;32
8;2016;3;1.45;14
161;2016;3;1.51;9
35;2016;3;1.07;73
121;2016;3;1.36;29
52;2016;3;1.45;15
20;2016;3;1.09;69
13;2016;3;1.43;21
66;2016;3;1.48;11
85;2016;3;1.70;2
94;2016;3;1.12;64
130;2016;3;1.65;3
160;2016;3;1.40;23
29;2016;3;1.22;50
115;2016;3;1.18;52
5;2016;3;1.15;57
38;2016;3;1.31;36
159;2016;3;1.57;6
162;2016;3;1.18;53
91;2016;3;1.31;37
31;2016;3;1.03;77
48;2016;3;1.39;25
150;2016;3;1.09;68
146;2016;3;1.40;24
126;2016;3;1.49;10
122;2016;3;1.82;1
138;2016;3;1.34;31
3;2016;3;1.05;75
55;2016;3;0.83;104
141;2016;3;1.10;66
76;2016;3;1.62;4
10;2016;3;1.44;18
153;2016;3;1.33;33
164;2016;3;1.13;59
131;2016;3;1.28;39
44;2016;3;0.87;97
89;2016;3;1.25;43
105;2016;3;0.69;114
163;2016;3;0.74;112
68;2016;3;1.35;30
42;2016;3;0.97;87
14;2016;3;0.88;96
71;2016;3;1.38;26
73;2016;3;1.23;48
95;2016;3;0.69;115
124;2016;3;1.23;47
119;2016;3;1.25;45
136;2016;3;1.36;28
17;2016;3;0.79;106
84;2016;3;1.27;42
12;2016;3;1.13;60
108;2016;3;1.31;35
132;2016;3;1.30;38
117;2016;3;1.00;83
156;2016;3;1.08;70
93;2016;3;1.14;58
83;2016;3;1.07;74
79;2016;3;1.22;49
37;2016;3;1.32;34
116;2016;3;0.89;94
123;2016;3;1.17;54
45;2016;3;1.28;40
70;2016;3;0.89;95
36;2016;3;1.19;51
59;2016;3;1.51;8
133;2016;3;0.00;157
75;2016;3;0.90;93
155;2016;3;1.16;55
63;2016;3;0.95;90
72;2016;3;1.00;82
9;2016;3;1.12;61
118;2016;3;0.81;105
30;2016;3;1.03;79
16;2016;3;0.85;100
77;2016;3;0.56;124
128;2016;3;1.03;76
18;2016;3;0.93;91
97;2016;3;1.08;71
41;2016;3;1.03;78
98;2016;3;0.84;102
60;2016;3;1.24;46
113;2016;3;0.69;116
80;2016;3;1.12;62
120;2016;3;1.28;41
86;2016;3;1.02;81
165;2016;3;0.74;110
134;2016;3;0.26;150
154;2016;3;0.98;85
54;2016;3;1.25;44
148;2016;3;0.49;130
96;2016;3;0.99;84
78;2016;3;0.68;117
107;2016;3;0.75;108
58;2016;3;0.69;113
64;2016;3;1.12;63
167;2016;3;0.61;122
102;2016;3;0.45;132
114;2016;3;0.67;118
2;2016;3;0.96;88
11;2016;3;0.54;127
129;2016;3;0.36;138
65;2016;3;1.07;72
101;2016;3;0.93;92
25;2016;3;0.52;128
46;2016;3;0.29;146
135;2016;3;1.02;80
139;2016;3;0.97;86
62;2016;3;0.74;111
100;2016;3;0.34;141
43;2016;3;0.95;89
6;2016;3;0.86;99
74;2016;3;0.52;129
158;2016;3;0.87;98
53;2016;3;0.63;119
34;2016;3;0.06;156
51;2016;3;0.84;103
33;2016;3;0.77;107
127;2016;3;0.44;133
21;2016;3;1.11;65
92;2016;3;0.61;121
168;2016;3;0.35;139
88;2016;3;0.09;154
140;2016;3;0.63;120
49;2016;3;1.16;56
90;2016;3;0.31;145
57;2016;3;0.34;142
19;2016;3;1.09;67
32;2016;3;0.28;149
69;2016;3;0.56;126
24;2016;3;0.56;125
4;2016;3;0.85;101
106;2016;3;0.13;152
137;2016;3;0.39;136
28;2016;3;0.42;134
22;2016;3;0.32;144
157;2016;3;0.35;140
166;2016;3;0.58;123
87;2016;3;0.28;148
149;2016;3;0.47;131
82;2016;3;0.11;153
56;2016;3;0.22;151
125;2016;3;0.33;143
15;2016;3;0.39;135
1;2016;3;0.38;137
151;2016;3;0.28;147
145;2016;3;0.75;109
23;2016;3;0.07;155
111;2017;3;1.62;6
39;2017;3;1.48;17
61;2017;3;1.48;18
144;2017;3;1.56;7
47;2017;3;1.44;21
103;2017;3;1.50;11
26;2017;3;1.48;19
104;2017;3;1.41;26
143;2017;3;1.49;12
7;2017;3;1.48;16
67;2017;3;1.38;30
35;2017;3;1.11;67
8;2017;3;1.49;15
161;2017;3;1.55;8
66;2017;3;1.54;9
52;2017;3;1.49;14
13;2017;3;1.46;20
85;2017;3;1.74;2
160;2017;3;1.44;22
29;2017;3;1.25;48
159;2017;3;1.63;5
20;2017;3;1.11;68
38;2017;3;1.35;33
5;2017;3;1.19;56
94;2017;3;1.15;61
130;2017;3;1.69;3
91;2017;3;1.34;35
162;2017;3;1.22;52
55;2017;3;0.87;100
115;2017;3;1.23;49
48;2017;3;1.43;24
150;2017;3;1.13;64
147;2017;3;1.43;23
138;2017;3;1.38;29
122;2017;3;1.87;1
31;2017;3;1.07;75
126;2017;3;1.53;10
153;2017;3;1.36;31
76;2017;3;1.63;4
131;2017;3;1.33;37
10;2017;3;1.49;13
89;2017;3;1.29;42
105;2017;3;0.74;110
42;2017;3;1.00;83
44;2017;3;0.91;94
119;2017;3;1.29;41
163;2017;3;0.79;107
68;2017;3;1.40;28
124;2017;3;1.28;46
14;2017;3;0.91;95
71;2017;3;1.42;25
84;2017;3;1.31;40
3;2017;3;1.09;71
79;2017;3;1.26;47
136;2017;3;1.40;27
95;2017;3;0.73;112
123;2017;3;1.22;51
17;2017;3;0.83;103
156;2017;3;1.13;62
73;2017;3;1.28;45
108;2017;3;1.35;34
132;2017;3;1.34;36
117;2017;3;1.04;79
93;2017;3;1.19;55
37;2017;3;1.36;32
45;2017;3;1.32;38
12;2017;3;1.16;59
83;2017;3;1.10;70
155;2017;3;1.20;53
116;2017;3;0.93;92
118;2017;3;0.86;102
128;2017;3;1.07;76
72;2017;3;0.99;86
60;2017;3;1.29;44
70;2017;3;0.93;93
36;2017;3;1.22;50
75;2017;3;0.95;90
30;2017;3;1.08;72
113;2017;3;0.73;113
63;2017;3;1.00;85
164;2017;3;1.13;63
97;2017;3;1.12;66
98;2017;3;0.88;99
9;2017;3;1.15;60
41;2017;3;1.08;73
54;2017;3;1.29;43
80;2017;3;1.07;74
120;2017;3;1.32;39
18;2017;3;0.98;88
58;2017;3;0.73;111
86;2017;3;1.06;77
133;2017;3;0.02;153
165;2017;3;0.79;106
107;2017;3;0.78;108
148;2017;3;0.52;126
16;2017;3;0.89;98
77;2017;3;0.60;121
102;2017;3;0.48;129
96;2017;3;1.03;80
135;2017;3;1.05;78
154;2017;3;1.01;82
114;2017;3;0.72;114
43;2017;3;0.99;87
21;2017;3;1.16;57
129;2017;3;0.37;140
25;2017;3;0.56;124
64;2017;3;1.16;58
2;2017;3;1.00;84
11;2017;3;0.59;123
101;2017;3;0.96;89
74;2017;3;0.56;125
99;2017;3;0.23;147
100;2017;3;0.37;141
127;2017;3;0.48;130
167;2017;3;0.64;118
65;2017;3;1.10;69
49;2017;3;1.20;54
46;2017;3;0.34;143
139;2017;3;1.01;81
6;2017;3;0.90;96
62;2017;3;0.79;105
92;2017;3;0.65;117
33;2017;3;0.81;104
51;2017;3;0.95;91
34;2017;3;0.09;151
90;2017;3;0.48;131
69;2017;3;0.60;119
24;2017;3;0.60;120
140;2017;3;0.66;116
53;2017;3;0.67;115
158;2017;3;0.89;97
157;2017;3;0.38;136
22;2017;3;0.35;142
106;2017;3;0.16;149
88;2017;3;0.23;148
28;2017;3;0.44;132
168;2017;3;0.38;137
81;2017;3;0.52;127
4;2017;3;0.86;101
1;2017;3;0.40;134
19;2017;3;1.12;65
15;2017;3;0.43;133
87;2017;3;0.31;144
57;2017;3;0.37;139
166;2017;3;0.59;122
137;2017;3;0.40;135
82;2017;3;0.12;150
56;2017;3;0.24;146
151;2017;3;0.31;145
125;2017;3;0.37;138
145;2017;3;0.78;109
149;2017;3;0.51;128
23;2017;3;0.09;152
27;2017;3;0.00;154
47;2018;3;1.31;23
111;2018;3;1.46;6
39;2018;3;1.35;15
61;2018;3;1.34;16
144;2018;3;1.42;8
103;2018;3;1.36;13
26;2018;3;1.33;21
104;2018;3;1.27;28
143;2018;3;1.36;14
7;2018;3;1.34;18
160;2018;3;1.24;32
8;2018;3;1.34;17
35;2018;3;1.01;67
66;2018;3;1.45;7
52;2018;3;1.34;18
13;2018;3;1.32;22
85;2018;3;1.58;3
161;2018;3;1.40;10
67;2018;3;1.30;24
159;2018;3;2.10;1
38;2018;3;1.23;33
91;2018;3;1.27;27
48;2018;3;1.29;26
94;2018;3;1.04;60
29;2018;3;1.13;50
146;2018;3;1.37;12
115;2018;3;1.11;53
20;2018;3;0.99;71
5;2018;3;1.07;56
55;2018;3;0.78;100
162;2018;3;1.09;54
122;2018;3;1.65;2
126;2018;3;1.38;11
130;2018;3;1.53;4
89;2018;3;1.16;44
138;2018;3;1.25;31
31;2018;3;0.96;77
152;2018;3;1.22;36
131;2018;3;1.21;38
44;2018;3;0.81;97
105;2018;3;0.67;113
119;2018;3;1.18;42
10;2018;3;1.34;20
163;2018;3;0.72;107
76;2018;3;1.47;5
150;2018;3;1.02;65
68;2018;3;1.26;30
42;2018;3;0.89;87
14;2018;3;0.81;96
84;2018;3;1.20;40
132;2018;3;1.22;37
123;2018;3;1.12;51
79;2018;3;1.15;47
71;2018;3;1.29;25
93;2018;3;1.09;55
70;2018;3;0.82;94
136;2018;3;1.27;29
110;2018;3;1.23;34
124;2018;3;1.15;46
73;2018;3;1.14;49
37;2018;3;1.23;34
17;2018;3;0.75;103
45;2018;3;1.20;39
116;2018;3;0.84;92
117;2018;3;0.93;80
75;2018;3;0.86;90
95;2018;3;0.66;114
156;2018;3;1.02;65
60;2018;3;1.17;43
83;2018;3;0.99;72
118;2018;3;0.78;102
58;2018;3;0.62;117
12;2018;3;1.04;59
155;2018;3;1.15;47
113;2018;3;0.65;115
59;2018;3;1.41;9
120;2018;3;1.19;41
128;2018;3;0.98;75
54;2018;3;1.15;45
80;2018;3;0.97;76
97;2018;3;1.02;63
36;2018;3;1.12;52
41;2018;3;0.98;73
3;2018;3;0.98;74
98;2018;3;0.78;101
30;2018;3;0.99;70
9;2018;3;1.02;62
148;2018;3;0.47;128
86;2018;3;0.96;78
72;2018;3;0.82;93
107;2018;3;0.69;109
77;2018;3;0.53;126
18;2018;3;0.92;83
96;2018;3;0.91;84
165;2018;3;0.72;108
63;2018;3;0.90;86
16;2018;3;0.80;98
133;2018;3;0.00;156
25;2018;3;0.54;124
21;2018;3;1.05;58
102;2018;3;0.43;133
164;2018;3;1.00;69
49;2018;3;1.04;61
114;2018;3;0.64;116
135;2018;3;0.94;79
64;2018;3;1.06;57
69;2018;3;0.54;123
53;2018;3;0.59;119
127;2018;3;0.43;132
78;2018;3;0.72;106
154;2018;3;0.90;85
2;2018;3;0.92;82
129;2018;3;0.26;148
33;2018;3;0.68;111
11;2018;3;0.53;125
139;2018;3;0.92;81
65;2018;3;1.01;67
